Name,Longitude,Latitude
Greater Mondawmin,-76.65417855,39.30966858
Cherry Hill,-76.63301861,39.25037244
Mount Washington/Coldspring,-76.67348529,39.36211804
Howard Park/West Arlington,-76.69460462,39.32710953
Penn North/Reservoir Hill,-76.63136572,39.31536021
Cherry Hill,-76.63120571,39.25092892
Downtown/Seton Hill,-76.61687304,39.29411549
Washington Village/Pigtown,-76.62873145,39.2799263
Sandtown-Winchester/Harlem Park,-76.64413002,39.30678621
Cherry Hill,-76.6231427,39.24262999
Sandtown-Winchester/Harlem Park,-76.64447684,39.30177756
Greater Rosemont,-76.66738879,39.30460295
Belair-Edison,-76.5645767,39.32465038
Edmondson Village,-76.6820662,39.29996407
Downtown/Seton Hill,-76.61041773,39.29258096
North Baltimore/Guilford/Homeland,-76.616294,39.33268639
Canton,-76.57317702,39.27975257
Belair-Edison,-76.57042608,39.31825811
Belair-Edison,-76.55781754,39.31806387
Cherry Hill,-76.62685615,39.25289076
Downtown/Seton Hill,-76.61126578,39.2349651
Greater Mondawmin,-76.65219223,39.31591698
Downtown/Seton Hill,-76.62117821,39.28856357
Downtown/Seton Hill,-76.62117821,39.28856357
Greater Charles Village/Barclay,-76.61045672,39.31662454
Allendale/Irvington/S. Hilton,-76.67920689,39.2854936
Cedonia/Frankford,-76.54949216,39.32692667
Cedonia/Frankford,-76.54336838,39.31624956
Oldtown/Middle East,-76.60563381,39.29939322
Greater Rosemont,-76.67012178,39.30140285
Medfield/Hampden/Woodberry/Remington,-76.64054857,39.3315353
Inner Harbor/Federal Hill,-76.61367791,39.28768334
Downtown/Seton Hill,-76.62113567,39.29156883
Greater Mondawmin,-76.65390559,39.31533217
Greater Charles Village/Barclay,-76.61491114,39.32927685
Fells Point,-76.5902679,39.28132643
Westport/Mount Winans/Lakeland,-76.63478237,39.26157172
Brooklyn/Curtis Bay/Hawkins Point,-76.59611394,39.23190177
Beechfield/Ten Hills/West Hills,-76.69479357,39.27142371
Harbor East/Little Italy,-76.59841035,39.2863342
Cedonia/Frankford,-76.54688015,39.3394408
Forest Park/Walbrook,-76.67360989,39.32146984
Oldtown/Middle East,-76.60591416,39.29648127
Downtown/Seton Hill,-76.61397123,39.29047872
Clifton-Berea,-76.58283152,39.30903368
Cherry Hill,-76.62619149,39.24800953
Canton,-76.57221605,39.28430778
Canton,-76.57082229,39.28450486
Westport/Mount Winans/Lakeland,-76.63247462,39.26373603
Allendale/Irvington/S. Hilton,-76.68783315,39.28718614
Oldtown/Middle East,-76.59099511,39.30104122
Oldtown/Middle East,-76.58550652,39.30393615
Edmondson Village,-76.67908401,39.29577401
Cedonia/Frankford,-76.54286368,39.33037426
Cedonia/Frankford,-76.54885556,39.32726238
Forest Park/Walbrook,-76.6825419,39.32650197
Howard Park/West Arlington,-76.69707942,39.33579006
Greater Rosemont,-76.67074774,39.3050271
Fells Point,-76.60296057,39.28301578
Belair-Edison,-76.558891,39.31820951
Greater Roland Park/Poplar Hill,-76.62849349,39.33727957
Brooklyn/Curtis Bay/Hawkins Point,-76.6008629,39.22986807
Oldtown/Middle East,-76.60624466,39.29796715
Oldtown/Middle East,-76.60624466,39.29796715
Beechfield/Ten Hills/West Hills,-76.6947874,39.27459982
Allendale/Irvington/S. Hilton,-76.68243187,39.29179775
Cedonia/Frankford,-76.55076018,39.32469542
Greater Mondawmin,-76.64662549,39.31098317
Inner Harbor/Federal Hill,-76.61308293,39.28508598
Belair-Edison,-76.56852588,39.31665079
Upton/Druid Heights,-76.63462022,39.30342931
Cedonia/Frankford,-76.54814294,39.31727168
Brooklyn/Curtis Bay/Hawkins Point,-76.59985469,39.2263708
Mount Washington/Coldspring,-76.66397836,39.35978976
Greater Charles Village/Barclay,-76.61482793,39.32834898
Greater Charles Village/Barclay,-76.61670552,39.31441587
Brooklyn/Curtis Bay/Hawkins Point,-76.59756894,39.22865242
Oldtown/Middle East,-76.59434975,39.30246474
Howard Park/West Arlington,-76.70647945,39.33341159
Harbor East/Little Italy,-76.60218292,39.28699998
Inner Harbor/Federal Hill,-76.61206788,39.28664151
Upton/Druid Heights,-76.63086984,39.29559968
Beechfield/Ten Hills/West Hills,-76.6980986,39.27752546
Greater Mondawmin,-76.65817264,39.31799741
Greater Mondawmin,-76.65398558,39.31863125
Greater Charles Village/Barclay,-76.61438439,39.31954065
Inner Harbor/Federal Hill,-76.59828352,39.28428144
Westport/Mount Winans/Lakeland,-76.64468063,39.25451475
Allendale/Irvington/S. Hilton,-76.68086418,39.27087768
Fells Point,-76.59355036,39.28339312
Penn North/Reservoir Hill,-76.63581857,39.31041556
Forest Park/Walbrook,-76.6779424,39.32292554
Sandtown-Winchester/Harlem Park,-76.6463864,39.30694004
Penn North/Reservoir Hill,-76.62605981,39.31131265
Upton/Druid Heights,-76.63642263,39.30507152
Greater Charles Village/Barclay,-76.61581588,39.32699108
Greater Charles Village/Barclay,-76.61502109,39.33067303
Glen-Fallstaff,-76.67947951,39.3562365
Cherry Hill,-76.61872678,39.25085079
Morrell Park/Violetville,-76.66662966,39.26179315
Penn North/Reservoir Hill,-76.62938524,39.31165859
Greater Charles Village/Barclay,-76.61441097,39.31987026
Harbor East/Little Italy,-76.60344757,39.28637575
Sandtown-Winchester/Harlem Park,-76.64618323,39.30318721
Upton/Druid Heights,-76.62527137,39.30107241
Downtown/Seton Hill,-76.6125043,39.29124364
Lauraville,-76.57114718,39.34275811
Greater Charles Village/Barclay,-76.61401993,39.31566973
Loch Raven,-76.58341458,39.36768199
Greater Mondawmin,-76.65157591,39.31745526
Downtown/Seton Hill,-76.60886559,39.28985604
Orangeville/East Highlandtown,-76.55919826,39.30450459
Edmondson Village,-76.68373345,39.29866508
Fells Point,-76.59384484,39.28890851
Brooklyn/Curtis Bay/Hawkins Point,-76.60452215,39.23887619
Howard Park/West Arlington,-76.69081958,39.3426521
Brooklyn/Curtis Bay/Hawkins Point,-76.59985469,39.2263708
Sandtown-Winchester/Harlem Park,-76.63930827,39.30002678
Belair-Edison,-76.57846241,39.31737048
Belair-Edison,-76.57125805,39.31838561
Washington Village/Pigtown,-76.63772041,39.28255838
Downtown/Seton Hill,-76.62113567,39.29156883
Sandtown-Winchester/Harlem Park,-76.63953981,39.29789813
Oldtown/Middle East,-76.59122695,39.29856926
Downtown/Seton Hill,-76.6118404,39.28883711
Inner Harbor/Federal Hill,-76.61308293,39.28508598
Belair-Edison,-76.56006936,39.32021569
Penn North/Reservoir Hill,-76.64251637,39.31014791
Greater Charles Village/Barclay,-76.61518015,39.31552711
Howard Park/West Arlington,-76.70113378,39.32582308
Downtown/Seton Hill,-76.61007056,39.28965729
Forest Park/Walbrook,-76.66598437,39.31136287
Greater Charles Village/Barclay,-76.61488275,39.32711707
Greater Mondawmin,-76.65390559,39.31533217
Sandtown-Winchester/Harlem Park,-76.63457043,39.29483829
Inner Harbor/Federal Hill,-76.62085349,39.28734313
Loch Raven,-76.58232321,39.35666502
Chinquapin Park/Belvedere,-76.60985565,39.36421384
Morrell Park/Violetville,-76.6514899,39.27032309
Greater Mondawmin,-76.65817264,39.31799741
Upton/Druid Heights,-76.62974184,39.29949061
Glen-Fallstaff,-76.70154811,39.35913252
Dickeyville/Franklintown,-76.70739043,39.30750587
Inner Harbor/Federal Hill,-76.60008849,39.28248313
Edmondson Village,-76.67911286,39.29714365
Greater Charles Village/Barclay,-76.61714381,39.32105614
Sandtown-Winchester/Harlem Park,-76.64006812,39.30793309
Greater Charles Village/Barclay,-76.61450812,39.3233807
Brooklyn/Curtis Bay/Hawkins Point,-76.60043084,39.2322641
Medfield/Hampden/Woodberry/Remington,-76.64101363,39.3319637
Greater Mondawmin,-76.65417855,39.30966858
Fells Point,-76.59514177,39.28332794
Howard Park/West Arlington,-76.6943421,39.33086397
Downtown/Seton Hill,-76.62203335,39.29492705
Brooklyn/Curtis Bay/Hawkins Point,-76.60363074,39.23990405
Downtown/Seton Hill,-76.622993,39.2974845
Canton,-76.57995972,39.28572755
Canton,-76.58435408,39.28562162
Downtown/Seton Hill,-76.62203335,39.29492705
Dorchester/Ashburton,-76.67375413,39.32702904
Belair-Edison,-76.57007258,39.31791163
Edmondson Village,-76.67735239,39.2952862
Greater Charles Village/Barclay,-76.61853118,39.31936872
Belair-Edison,-76.57793791,39.31694812
Downtown/Seton Hill,-76.61041489,39.2925412
Loch Raven,-76.58535444,39.36030979
Downtown/Seton Hill,-76.61506925,39.28945625
Poppleton/The Terraces/Hollins Market,-76.63474574,39.29048548
Dorchester/Ashburton,-76.66632352,39.32334968
Sandtown-Winchester/Harlem Park,-76.63471471,39.29550786
Allendale/Irvington/S. Hilton,-76.67269966,39.2919125
Washington Village/Pigtown,-76.63501231,39.28177323
Fells Point,-76.58976748,39.28206193
Brooklyn/Curtis Bay/Hawkins Point,-76.61087856,39.23599819
Beechfield/Ten Hills/West Hills,-76.69342168,39.27365258
Cedonia/Frankford,-76.54048593,39.32732206
Inner Harbor/Federal Hill,-76.61494778,39.28640918
Inner Harbor/Federal Hill,-76.60863125,39.28676874
Greater Charles Village/Barclay,-76.61521769,39.31633027
Morrell Park/Violetville,-76.65214523,39.26688118
Canton,-76.58081013,39.28396716
Greater Mondawmin,-76.64935188,39.31396756
Penn North/Reservoir Hill,-76.64308966,39.31201483
Allendale/Irvington/S. Hilton,-76.68359579,39.28117761
Fells Point,-76.58957644,39.28376376
Downtown/Seton Hill,-76.62112058,39.29155099
Belair-Edison,-76.57803445,39.31774307
Cedonia/Frankford,-76.53645151,39.32341346
Fells Point,-76.59246339,39.28744721
Fells Point,-76.59410375,39.28148584
Downtown/Seton Hill,-76.62258039,39.2930872
Cedonia/Frankford,-76.54162074,39.33230487
Upton/Druid Heights,-76.62794516,39.30260164
Allendale/Irvington/S. Hilton,-76.67843766,39.29377061
Medfield/Hampden/Woodberry/Remington,-76.63664642,39.3337447
Penn North/Reservoir Hill,-76.63251979,39.31658273
Cedonia/Frankford,-76.53911525,39.33509107
Westport/Mount Winans/Lakeland,-76.64407367,39.25078325
Sandtown-Winchester/Harlem Park,-76.63642246,39.3025384
Inner Harbor/Federal Hill,-76.61205662,39.28664177
Belair-Edison,-76.56490407,39.32225255
Forest Park/Walbrook,-76.6612464,39.30938974
Allendale/Irvington/S. Hilton,-76.6806144,39.29258674
Poppleton/The Terraces/Hollins Market,-76.63124271,39.29060673
Howard Park/West Arlington,-76.68111672,39.35045843
Pimlico/Arlington/Hilltop,-76.68111672,39.35045843
Westport/Mount Winans/Lakeland,-76.64269394,39.25641398
Medfield/Hampden/Woodberry/Remington,-76.63647234,39.33781636
Glen-Fallstaff,-76.6979722,39.36079541
Howard Park/West Arlington,-76.69861069,39.33662369
Penn North/Reservoir Hill,-76.63251979,39.31658273
Morrell Park/Violetville,-76.65385435,39.2696074
Sandtown-Winchester/Harlem Park,-76.63865745,39.2969252
Greater Mondawmin,-76.65398558,39.31863125
Canton,-76.56963456,39.28455305
Belair-Edison,-76.57846241,39.31737048
Oldtown/Middle East,-76.60343278,39.29973627
Clifton-Berea,-76.5746947,39.30934566
Morrell Park/Violetville,-76.66273333,39.26199709
Downtown/Seton Hill,-76.6121696,39.28896589
Downtown/Seton Hill,-76.62096734,39.28872158
Howard Park/West Arlington,-76.68756829,39.3418459
Sandtown-Winchester/Harlem Park,-76.64481426,39.30540234
Greater Charles Village/Barclay,-76.61710408,39.3187872
Poppleton/The Terraces/Hollins Market,-76.60487989,39.29122678
Downtown/Seton Hill,-76.61963851,39.29146479
Greater Charles Village/Barclay,-76.61470845,39.31785163
Upton/Druid Heights,-76.6092474,39.30484947
Downtown/Seton Hill,-76.62078714,39.28806868
Greater Mondawmin,-76.65817264,39.31799741
Brooklyn/Curtis Bay/Hawkins Point,-76.59166035,39.23118355
Sandtown-Winchester/Harlem Park,-76.64592285,39.29904727
Cherry Hill,-76.62683076,39.24655383
Inner Harbor/Federal Hill,-76.60810108,39.2959254
Cedonia/Frankford,-76.55637503,39.32794575
Westport/Mount Winans/Lakeland,-76.64080073,39.26152925
Sandtown-Winchester/Harlem Park,-76.64481426,39.30540234
Dorchester/Ashburton,-76.6664489,39.32803482
Westport/Mount Winans/Lakeland,-76.64866529,39.25374018
Westport/Mount Winans/Lakeland,-76.65414714,39.25593445
Patterson Park North & East,-76.57637435,39.29595616
Oldtown/Middle East,-76.60490499,39.30042418
Dickeyville/Franklintown,-76.7065835,39.30691471
Cross-Country/Cheswolde,-76.68083546,39.37012927
Glen-Fallstaff,-76.68985609,39.35655378
Mount Washington/Coldspring,-76.67105657,39.36003675
Westport/Mount Winans/Lakeland,-76.6404049,39.26245748
Belair-Edison,-76.55705397,39.31745628
Oldtown/Middle East,-76.60264528,39.30075401
Upton/Druid Heights,-76.63527635,39.30395357
Oldtown/Middle East,-76.60182269,39.29814471
Oldtown/Middle East,-76.60182269,39.29814471
Downtown/Seton Hill,-76.60700328,39.28839884
Glen-Fallstaff,-76.70341738,39.35945548
Fells Point,-76.59381615,39.28850681
Upton/Druid Heights,-76.63067836,39.29879389
Canton,-76.55437116,39.27869631
Canton,-76.55437116,39.27869631
Cherry Hill,-76.62124171,39.24874779
Lauraville,-76.56642999,39.34662875
Canton,-76.55455755,39.27979774
Greater Charles Village/Barclay,-76.61842838,39.31771312
Downtown/Seton Hill,-76.61408634,39.29236428
Westport/Mount Winans/Lakeland,-76.64901198,39.25469446
Allendale/Irvington/S. Hilton,-76.6755247,39.29277595
Fells Point,-76.59808667,39.28340177
Belair-Edison,-76.56466103,39.31714044
Cedonia/Frankford,-76.54294908,39.33045943
Oldtown/Middle East,-76.60182539,39.29771537
Belair-Edison,-76.57361105,39.32173144
Brooklyn/Curtis Bay/Hawkins Point,-76.59766307,39.23055021
Cedonia/Frankford,-76.54462382,39.3429438
Sandtown-Winchester/Harlem Park,-76.64136614,39.30762271
Sandtown-Winchester/Harlem Park,-76.63951669,39.30749725
Downtown/Seton Hill,-76.61232584,39.28930149
Belair-Edison,-76.55768518,39.31703004
Greater Charles Village/Barclay,-76.61820625,39.3142578
Upton/Druid Heights,-76.63646428,39.307637
Greater Charles Village/Barclay,-76.61465062,39.31438451
Westport/Mount Winans/Lakeland,-76.64492583,39.25104092
Washington Village/Pigtown,-76.62642721,39.28326555
Beechfield/Ten Hills/West Hills,-76.69615415,39.27893115
Oldtown/Middle East,-76.58550976,39.29541918
Downtown/Seton Hill,-76.62199927,39.2989769
Howard Park/West Arlington,-76.69054816,39.33490755
Medfield/Hampden/Woodberry/Remington,-76.62337319,39.32049592
Greater Charles Village/Barclay,-76.6150389,39.31335748
Loch Raven,-76.57875311,39.35954227
Washington Village/Pigtown,-76.63560875,39.28281803
Oldtown/Middle East,-76.58806709,39.29642405
Lauraville,-76.56661914,39.34891123
Belair-Edison,-76.56085874,39.31748257
Canton,-76.57424923,39.30512228
Brooklyn/Curtis Bay/Hawkins Point,-76.58820162,39.22613526
North Baltimore/Guilford/Homeland,-76.6133824,39.33700526
Cherry Hill,-76.62034957,39.25366019
Greater Mondawmin,-76.6482825,39.31092808
Downtown/Seton Hill,-76.61370546,39.28798712
Orangeville/East Highlandtown,-76.55404153,39.3000416
Inner Harbor/Federal Hill,-76.60293325,39.28287235
Orangeville/East Highlandtown,-76.5677267,39.29636959
Upton/Druid Heights,-76.62894254,39.29998302
Brooklyn/Curtis Bay/Hawkins Point,-76.59663341,39.23279803
Downtown/Seton Hill,-76.61722685,39.29168885
Greater Charles Village/Barclay,-76.61268891,39.3144485
North Baltimore/Guilford/Homeland,-76.61940789,39.36078406
Clifton-Berea,-76.58259534,39.3048237
Belair-Edison,-76.57803445,39.31774307
Sandtown-Winchester/Harlem Park,-76.64538991,39.30684273
Forest Park/Walbrook,-76.67656787,39.32139435
Upton/Druid Heights,-76.63462022,39.30342931
Downtown/Seton Hill,-76.61110349,39.29252121
Upton/Druid Heights,-76.63277129,39.30196346
Glen-Fallstaff,-76.70656313,39.3591977
Penn North/Reservoir Hill,-76.63267331,39.3145013
Belair-Edison,-76.57153254,39.32510803
Brooklyn/Curtis Bay/Hawkins Point,-76.55802157,39.20257398
Downtown/Seton Hill,-76.61020419,39.29137312
Dorchester/Ashburton,-76.67562407,39.32752711
Belair-Edison,-76.57361105,39.32173144
Upton/Druid Heights,-76.62487351,39.30042493
Fells Point,-76.59675526,39.28639514
Greater Mondawmin,-76.65219223,39.31591698
Upton/Druid Heights,-76.63373173,39.30577455
Poppleton/The Terraces/Hollins Market,-76.63516713,39.28876115
Upton/Druid Heights,-76.63462022,39.30342931
Washington Village/Pigtown,-76.63782164,39.28248879
Cedonia/Frankford,-76.54070225,39.33239476
Upton/Druid Heights,-76.63265761,39.30371362
Cedonia/Frankford,-76.55040297,39.33871961
Inner Harbor/Federal Hill,-76.60235857,39.28419415
Morrell Park/Violetville,-76.65493625,39.26453296
Morrell Park/Violetville,-76.65284498,39.26869461
Downtown/Seton Hill,-76.61521506,39.28944883
Downtown/Seton Hill,-76.61123302,39.29249715
Howard Park/West Arlington,-76.69206018,39.3288324
Sandtown-Winchester/Harlem Park,-76.63803637,39.29781141
Westport/Mount Winans/Lakeland,-76.64492583,39.25104092
Downtown/Seton Hill,-76.6193992,39.2898528
Oldtown/Middle East,-76.60268459,39.29942979
Belair-Edison,-76.56761203,39.3197201
Downtown/Seton Hill,-76.61941786,39.29005085
Greater Roland Park/Poplar Hill,-76.62449726,39.33698756
Greater Charles Village/Barclay,-76.61949052,39.32302312
Canton,-76.56878808,39.28394035
Edmondson Village,-76.67735239,39.2952862
Edmondson Village,-76.67582413,39.29696372
Dorchester/Ashburton,-76.66757259,39.32319921
Oldtown/Middle East,-76.58637479,39.29552623
Orangeville/East Highlandtown,-76.55919826,39.30450459
Greater Mondawmin,-76.65817264,39.31799741
Sandtown-Winchester/Harlem Park,-76.6404911,39.30556177
Cedonia/Frankford,-76.53096041,39.34051685
Brooklyn/Curtis Bay/Hawkins Point,-76.59067275,39.23215379
Greater Mondawmin,-76.65321373,39.31566394
Morrell Park/Violetville,-76.66415423,39.25731421
Glen-Fallstaff,-76.69364144,39.35431493
Upton/Druid Heights,-76.62830889,39.29900663
Cherry Hill,-76.62703625,39.24434272
Upton/Druid Heights,-76.631812,39.30115456
Forest Park/Walbrook,-76.6622423,39.310251
Washington Village/Pigtown,-76.62979712,39.2843399
Inner Harbor/Federal Hill,-76.60296057,39.28301578
Belair-Edison,-76.57049297,39.31900439
Greater Charles Village/Barclay,-76.61923974,39.31784288
Howard Park/West Arlington,-76.69412151,39.32829389
Clifton-Berea,-76.5807038,39.30911469
Penn North/Reservoir Hill,-76.64177405,39.31386665
Brooklyn/Curtis Bay/Hawkins Point,-76.5889312,39.22971962
Upton/Druid Heights,-76.6380701,39.30724835
Brooklyn/Curtis Bay/Hawkins Point,-76.60680124,39.23416918
Brooklyn/Curtis Bay/Hawkins Point,-76.60680124,39.23416918
Fells Point,-76.59330743,39.28552882
Cedonia/Frankford,-76.54832839,39.32172902
Medfield/Hampden/Woodberry/Remington,-76.62906864,39.3259137
Greater Mondawmin,-76.65817264,39.31799741
Downtown/Seton Hill,-76.62203335,39.29492705
Greater Charles Village/Barclay,-76.61521552,39.32333115
Washington Village/Pigtown,-76.63779188,39.28167898
Cherry Hill,-76.62206964,39.24399846
Canton,-76.57963082,39.2802785
Howard Park/West Arlington,-76.68057257,39.34823964
Pimlico/Arlington/Hilltop,-76.68057257,39.34823964
Cedonia/Frankford,-76.53981886,39.31738243
Cedonia/Frankford,-76.54838887,39.32210883
Sandtown-Winchester/Harlem Park,-76.63869682,39.29792383
Sandtown-Winchester/Harlem Park,-76.63869682,39.29792383
Sandtown-Winchester/Harlem Park,-76.64440811,39.30642534
Greater Charles Village/Barclay,-76.61842838,39.31786088
Cherry Hill,-76.62703625,39.24434272
Penn North/Reservoir Hill,-76.64342857,39.310091
Belair-Edison,-76.5634548,39.32861339
Cedonia/Frankford,-76.53866875,39.32876786
Belair-Edison,-76.5689373,39.31548053
Canton,-76.5779398,39.28104216
Howard Park/West Arlington,-76.69689256,39.32939491
Oldtown/Middle East,-76.58966792,39.3007395
Sandtown-Winchester/Harlem Park,-76.64552326,39.29687438
Beechfield/Ten Hills/West Hills,-76.70284316,39.28989065
Brooklyn/Curtis Bay/Hawkins Point,-76.59145726,39.23032402
Inner Harbor/Federal Hill,-76.60978466,39.28077605
Cross-Country/Cheswolde,-76.67448712,39.36667475
Edmondson Village,-76.67393929,39.29650512
Poppleton/The Terraces/Hollins Market,-76.63115719,39.29250337
Belair-Edison,-76.56881033,39.31646025
Greater Charles Village/Barclay,-76.61306495,39.32021668
Upton/Druid Heights,-76.63570765,39.30768665
Downtown/Seton Hill,-76.61015762,39.29042827
Belair-Edison,-76.57801817,39.31694812
Clifton-Berea,-76.57311181,39.30976994
Clifton-Berea,-76.57386008,39.30635434
Morrell Park/Violetville,-76.64964803,39.26791924
Washington Village/Pigtown,-76.6296667,39.28288661
Clifton-Berea,-76.57657938,39.30621705
Clifton-Berea,-76.57657938,39.30621705
Cedonia/Frankford,-76.54397451,39.32609108
Allendale/Irvington/S. Hilton,-76.6875845,39.28234807
North Baltimore/Guilford/Homeland,-76.61196339,39.33426039
Penn North/Reservoir Hill,-76.64628416,39.3120787
Downtown/Seton Hill,-76.62249049,39.29159685
Cherry Hill,-76.6298691,39.25056901
Downtown/Seton Hill,-76.62517,39.29574556
Penn North/Reservoir Hill,-76.64184953,39.30944165
Belair-Edison,-76.56625051,39.31471578
Downtown/Seton Hill,-76.61288936,39.28954763
Poppleton/The Terraces/Hollins Market,-76.63822456,39.29097097
Washington Village/Pigtown,-76.62895283,39.28383705
Belair-Edison,-76.57167557,39.32520187
Greater Mondawmin,-76.65817264,39.31799741
Medfield/Hampden/Woodberry/Remington,-76.64068584,39.33158281
Howard Park/West Arlington,-76.68362415,39.35164003
Pimlico/Arlington/Hilltop,-76.68362415,39.35164003
Clifton-Berea,-76.58137839,39.3059823
Clifton-Berea,-76.58137839,39.3059823
Brooklyn/Curtis Bay/Hawkins Point,-76.58957988,39.22899217
Allendale/Irvington/S. Hilton,-76.67266258,39.29140984
Greater Charles Village/Barclay,-76.61502109,39.33067303
Fells Point,-76.59052236,39.28344793
Inner Harbor/Federal Hill,-76.61308293,39.28508598
Belair-Edison,-76.56873089,39.31735978
Washington Village/Pigtown,-76.62954909,39.28285249
Brooklyn/Curtis Bay/Hawkins Point,-76.61484433,39.24009371
Howard Park/West Arlington,-76.68458533,39.34192144
Cedonia/Frankford,-76.54767656,39.31621848
Canton,-76.56738726,39.27698228
Howard Park/West Arlington,-76.6943421,39.33086397
Westport/Mount Winans/Lakeland,-76.65401235,39.25589438
Canton,-76.56833737,39.27694559
Cedonia/Frankford,-76.54049524,39.32219499
Howard Park/West Arlington,-76.6943421,39.33086397
Greater Mondawmin,-76.65120689,39.31189924
Cedonia/Frankford,-76.53831885,39.33738707
North Baltimore/Guilford/Homeland,-76.60995524,39.35605937
Canton,-76.57630641,39.27829803
Washington Village/Pigtown,-76.62666441,39.28320885
North Baltimore/Guilford/Homeland,-76.6098079,39.35451396
Brooklyn/Curtis Bay/Hawkins Point,-76.59720553,39.22807707
Downtown/Seton Hill,-76.6195137,39.2898427
Howard Park/West Arlington,-76.68550125,39.3396551
Westport/Mount Winans/Lakeland,-76.63402626,39.261448
Greater Charles Village/Barclay,-76.61545674,39.31988461
Penn North/Reservoir Hill,-76.63567604,39.31404647
Howard Park/West Arlington,-76.70771643,39.3286071
Allendale/Irvington/S. Hilton,-76.68389979,39.29245326
Westport/Mount Winans/Lakeland,-76.65334709,39.25497498
Poppleton/The Terraces/Hollins Market,-76.63371861,39.28881039
Glen-Fallstaff,-76.70499862,39.36305854
Belair-Edison,-76.56341956,39.31821097
Cedonia/Frankford,-76.53439986,39.33263708
Downtown/Seton Hill,-76.61671296,39.29350651
Lauraville,-76.57200374,39.34373559
Downtown/Seton Hill,-76.62138838,39.29591276
Upton/Druid Heights,-76.62894634,39.3022376
Canton,-76.57963082,39.2802785
Clifton-Berea,-76.57657938,39.30621705
Downtown/Seton Hill,-76.61020419,39.29137312
Canton,-76.57572692,39.28581079
Brooklyn/Curtis Bay/Hawkins Point,-76.60702352,39.23768355
Greater Mondawmin,-76.65512262,39.31588246
Forest Park/Walbrook,-76.67102025,39.30901387
Downtown/Seton Hill,-76.61521506,39.28944883
Belair-Edison,-76.5726273,39.32246592
Medfield/Hampden/Woodberry/Remington,-76.62068704,39.32294092
Howard Park/West Arlington,-76.70287673,39.33228336
Inner Harbor/Federal Hill,-76.61308293,39.28508598
Oldtown/Middle East,-76.60543043,39.30124335
Loch Raven,-76.5772347,39.35654875
Oldtown/Middle East,-76.58554684,39.29434726
Cedonia/Frankford,-76.55716546,39.32835182
Oldtown/Middle East,-76.5878625,39.29856114
Dorchester/Ashburton,-76.6736679,39.33397358
Glen-Fallstaff,-76.7066201,39.36349516
Inner Harbor/Federal Hill,-76.60991716,39.2865758
Inner Harbor/Federal Hill,-76.61308293,39.28508598
Forest Park/Walbrook,-76.67999523,39.32445114
Beechfield/Ten Hills/West Hills,-76.70454415,39.29245113
Cedonia/Frankford,-76.56036647,39.32676946
Canton,-76.5798401,39.28414961
Sandtown-Winchester/Harlem Park,-76.64323715,39.30293395
Washington Village/Pigtown,-76.62888413,39.28492531